seq_name	Andrew	HMP	Extreme	taxonomy	taxonomy_confidence	acessions
read_11	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Ruminococcaceae;genus:Ruminiclostridium;species:[Clostridium] methylpentosum;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	NR_029355.1;NR_029355.1;LT598551.1;LT598551.1;AB491208.1;AB491208.1;LT854295.1;LT854295.1;LT576408.1;LT576408.1;KY777734.1;KY777734.1;LT161891.1;LT161891.1;AJ315980.1;AJ315980.1;LT725660.1;LT725660.1;DQ168656.1;DQ168656.1;KR364734.1;KR364734.1;NR_027558.1;NR_027558.1;DQ002932.1;DQ002932.1;KC206033.1;KC206033.1;NR_044425.1;NR_044425.1;EU266551.1;EU266551.1;HF545617.1;HF545617.1;HF545616.1;HF545616.1;NR_102884.1;NR_102884.1;AJ515915.1;AJ515915.1;FP929052.1;FP929052.1;AJ515917.1;AJ515917.1;NR_114889.1;NR_114889.1;AJ515916.1;AJ515916.1;AJ515914.1;AJ515914.1;AB910742.1;AB910742.1;FM954974.1;FM954974.1;NR_147398.1;LN881593.1;NR_025929.1;NR_025929.1;AF030449.1;AF030449.1;AF030446.1;AF030446.1;NR_113032.1;NR_113032.1;AB849340.1;AB849340.1;KY643811.1;KY643811.1;CP002403.1;CP002403.1;AB301912.1;AB301912.1;KY643804.1;KY643804.1;X85098.1;X85098.1;KY643810.1;KY643810.1;AF030452.1;AF030452.1;AB849341.1;AB849341.1;AY445596.1;AY445596.1;KY643807.1;KY643807.1;NR_115230.1;NR_115230.1;NR_074399.1;NR_074399.1;AB849339.1;AB849339.1;KY643806.1;KY643806.1;LT558849.1;LT558849.1;AB491207.1;AB491207.1;AF079847.1;AF079847.1;DQ789125.1;DQ789125.1;AY445597.1;AY445597.1;AY445598.1;AY445598.1;AY445594.1;AY445594.1;KX185083.1;KX185083.1;JF970204.1;JF970204.1;KX185084.1;KX185084.1;AM920691.1;AM920691.1;KX185085.1;KX185085.1;AF030447.1;AF030447.1;AF001730.1;AF001730.1;AF030450.1;AF030450.1;KY643815.1;KY643815.1;KX185082.1;KX185082.1;KY643818.1;KY643818.1;AF030448.1;AF030448.1;AM748742.1;AM748742.1;KP889099.2;KP889099.2;LC082228.1;LC082228.1;NR_152060.1;NR_152060.1;AB622825.1;AB622825.1;NR_151982.1;NR_151982.1;KX826986.1;KX826986.1;KX155563.1;KX155563.1;AF550610.1;AF550610.1;AB622830.1;AB622830.1;AF001720.1;AB622839.1;AB622839.1;KC438277.1;KC438277.1;JN222392.1;KM016087.1;JN222391.1;JN222390.1;KX185081.1;KX185081.1;AB622827.1;AB622827.1;KU321269.1;KU321269.1;NR_114789.1;NR_114789.1;KP005625.1;NR_104907.1;NR_104907.1;M59095.1;M59095.1;LT897838.1;KP005511.1;EU728728.1;EU728728.1;EU266552.1
read_12	0	0	1	superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides;species:Parabacteroides merdae;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.6363636364;genus:99.6363636364;species:80.6785353535;	KR232896.1;KR232896.1;AB238929.1;AB238929.1;AY169416.1;AY169416.1;NR_119166.1;NR_119166.1;EU136685.1;EU136685.1;JF298880.1;JF298880.1;EU722738.1;EU722738.1;NR_041343.1;NR_041343.1;EU728707.1;EU728707.1;NR_041464.1;NR_041464.1;MG321612.1;MG321612.1;LN899828.1;LN899828.1;LC033805.1;LC033805.1;AB599955.1;AB599955.1;GQ456205.2;GQ456205.2;AB599953.1;AB599953.1;AB599956.1;AB599956.1;KY950626.1;KY950626.1;NR_043317.1;NR_043317.1;AB599954.1;AB599954.1;LC333625.1;LC333625.1;EU136697.1;EU136697.1;JF813179.1;JF813179.1;NR_113076.1;NR_113076.1;AB599952.1;AB599952.1;KR822454.1;KR822454.1;AF157056.1;AF157056.1;KX462878.1;KX462878.1;LT223609.1;LT223609.1;LT558809.1;LT558809.1;LT725663.1;LT725663.1;KR822457.1;KR822457.1;NR_113208.1;NR_113208.1;NR_134785.1;NR_134785.1;AB470344.1;AB470344.1;KR822455.1;KR822455.1;NR_112835.1;NR_112835.1;KR822456.1;KR822456.1;LT598573.4;LT598573.4;LT722681.1;LT722681.1;LT631542.1;LT631542.1;KR822458.1;KR822458.1;GQ456214.1;NR_113133.1;NR_113133.1;AP013044.1;AP013044.1;GQ456206.1;NR_044778.1;NR_044778.1;LC333722.1;EU012332.1
read_13	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Lachnospiraceae;genus:Roseburia;species:Roseburia inulinivorans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.8181818182;genus:99.8181818182;species:74.5227272727;	AJ270474.2;AJ270474.2;LC333711.1;LC333711.1;AB661436.1;AB661436.1;NR_042007.1;NR_042007.1;NR_042832.1;NR_042832.1;JX629262.1;JX629262.1;AB661433.1;AB661433.1;AY804150.1;AY804150.1;FM954975.1;FM954975.1;FM954976.1;FM954976.1;AY804149.1;AY804149.1;EU728765.1;EU728765.1;AJ312386.1;AJ312386.1;AB661435.1;AB661435.1;NR_117758.1;NR_117758.1;FP929050.1;FP929050.1;AJ270478.2;AJ270478.2;AM055815.1;AM055815.1;AJ270479.2;AJ270479.2;EU728794.1;EU728794.1;CP003040.1;CP003040.1;NR_074809.1;NR_074809.1;AB661434.1;AB661434.1;KF607059.1;KF607059.1;KF607061.1;KF607061.1;KF607060.1;KF607060.1;AY347530.1;AY347530.1;AB849385.1;AB849385.1;JN619348.1;JN619348.1;JQ316642.1;JQ316642.1;AB849383.1;AB849383.1;AM039825.1;AM039825.1;AB730652.1;AB730652.1;AB849374.1;AB849374.1;EU714407.1;EU714407.1;U41167.1;U41167.1;AF001704.1;AF001704.1;X89978.1;X89978.1;AB849398.1;AB849398.1;AB849380.1;AB849380.1;AB849369.1;AB849369.1;JQ316655.1;JQ316655.1;X89980.1;X89980.1;JQ316645.1;JQ316645.1;X89979.1;X89979.1;AJ250365.2;AJ250365.2;AF264034.1;AF264034.1;AB849389.1;AB849389.1;AF202262.1;AF202262.1;AB849392.1;AB849392.1;EU684229.1;EU684229.1;KY643821.1;KY643821.1;AF125217.1;AF125217.1;AB849387.1;AB849387.1;EU714408.1;EU714408.1;KC791595.1;KC791595.1;AM039823.1;AM039823.1;X89977.1;X89977.1;KY643820.1;KY643820.1;AB849393.1;AB849393.1;KF156792.1;KF156792.1;AB849391.1;AB849391.1;AY178841.1;AY178841.1;AB849399.1;AB849399.1;AB849371.1;AB849371.1;JQ316648.1;JQ316648.1;MF361121.1;MF361121.1;AB849386.1;AB849386.1;AB849376.1;AB849376.1;AY699285.1;AY699285.1;AB849390.1;AB849390.1;AB849397.1;AB849397.1;AB849367.1;AB849367.1;AY029616.1;AY029616.1;AF105403.1;AF105403.1;AB849377.1;AB849377.1;AB849370.1;AB849370.1;AB849381.1;AB849381.1;AB003393.1;AB003393.1;NR_025524.1;NR_025524.1;U41168.1;U41168.1;U41171.1;U41171.1;U41170.1;U41170.1;AY699284.1;AY699284.1;AJ428549.1;AJ428549.1;AF349660.1;AF349660.1;U41169.1;U41169.1;AB849388.1;AB849388.1;JQ673415.1;JQ673415.1;AJ428550.1;AJ428550.1;AB849373.1;AB849373.1;KU507365.1;KU507365.1;KU507375.1;KU507372.1;KU507367.1;KU507368.1;KU507374.1;KU507371.1;KU507373.1;KU507370.1
read_14	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Lachnospiraceae;genus:Coprococcus;species:Coprococcus sp.;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:53.2404761905;genus:41.3226190476;species:27.5484126984;	AJ270484.2;AJ270484.2;LC333659.1;LC333659.1;AY305312.1;AY305312.1;AY305305.1;AY305305.1;NR_044048.1;NR_044048.1;MG366833.1;MG366833.1;AY169415.1;AY169415.1;EU728782.1;EU728782.1;NR_144735.1;NR_144735.1;LN898273.1;LN898273.1;AY960570.1;AY960570.1;AY960572.1;AY960572.1;LC192831.1;LC192831.1;LC279527.1;LC279527.1;JN713310.1;JN713310.1;LT598556.1;LT598556.1;LT960584.1;LT960584.1;AB117567.1;AB117567.1;AB910737.1;AB910737.1;AF262239.1;AF262239.1;AB117566.1;AB117566.1;JN713203.1;JN713203.1;AF385508.1;AF385508.1;NR_112089.1;NR_112089.1;NR_024719.1;NR_024719.1;LC191811.1;LC191811.1;KP754689.1;KP754689.1;AB275139.1;AB275139.1;KF612001.1;KF612001.1;KJ194906.1;KJ194906.1;JX101687.1;JX101687.1;NR_043775.1;NR_043775.1;AF527773.1;AF527773.1;DQ377946.1;DQ377946.1;KX356507.1;KX356507.1;KX356509.1;KX356509.1;LN881614.2;LN881614.2;KX356506.1;KX356506.1;KP944172.1;KP944172.1;NR_147396.1;NR_147396.1;KX356508.1;KX356508.1;LT799004.1;LT799004.1;KX356505.1;KX356505.1;LT631510.1;LT631510.1;KJ194857.1;KJ194857.1;KJ194895.1;KJ194895.1;AB277863.1;AB277863.1;FJ957873.1;FJ957873.1;KJ194909.1;KJ194909.1;MF988702.1;MF988702.1;DQ677007.1;DQ677007.1;KP754687.1;KP754687.1;LC192796.1;LC192796.1;HQ687763.1;HQ687763.1;AB673451.1;AB673451.1;JQ512068.1;JQ512068.1;AY943861.1;AY943861.1;KU925801.1;KU925801.1;CP002109.1;CP002109.1;NR_026494.1;NR_026494.1;KJ194843.1;KJ194843.1;KC143064.1;KC143064.1;FN813488.1;FN813488.1;EU305624.1;EU305624.1;AY552788.2;AY552788.2;LT799971.1;LT799971.1;AY305309.1;AY305309.1;EU770629.1;EU770629.1;AJ311620.2;AJ311620.2;NR_133762.1;NR_133762.1;AY305314.1;AY305314.1;AY653235.1;AY653235.1;AY653230.1;AY653230.1;NR_036928.1;NR_036928.1;EF408243.1;EF408243.1;KU234408.1;KU234408.1;HQ417162.1;HQ417162.1;FP929060.1;FP929060.1;FP929037.1;FP929037.1;AY764158.1;AY764158.1;AJ295660.1;AJ295660.1;KP966093.1;KP966093.1;LT598587.1;LT598587.1;KY992934.1;KY992934.1;LT671595.1;LT671595.1;HM245944.1;HM245946.1;LC333633.1;LC333633.1;LC333649.1;LC333649.1;LC333721.1;LC333721.1;LT598552.1;KC893654.1;AB682387.1;AY686618.1;KC354682.1;KX687801.1;KC354660.1;KY045825.1;KC893650.1;KC354689.1
read_15	0	0	1	superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides;species:Parabacteroides distasonis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:77.2802321007;	AB640686.1;AB640686.1;JN038558.1;JN038558.1;JN038561.1;JN038561.1;JN038556.1;JN038556.1;JN038562.1;JN038562.1;JN038555.1;JN038555.1;JN038564.1;JN038564.1;KR232858.1;KR232858.1;KF207603.1;KF207603.1;JN038554.1;JN038554.1;JN038567.1;JN038567.1;JN038568.1;JN038568.1;JN038565.1;JN038565.1;JN038563.1;JN038563.1;AB238923.1;AB238923.1;JN038557.1;JN038557.1;EU728708.1;EU728708.1;JF298889.1;JF298889.1;AB238924.1;AB238924.1;JN038560.1;JN038560.1;JF298888.1;JF298888.1;AB238926.1;AB238926.1;KY703631.1;KY703631.1;KX833827.1;KX833827.1;JF813177.1;JF813177.1;EU722736.1;EU722736.1;KR364782.1;KR364782.1;AB238925.1;AB238925.1;CP022754.1;CP022754.1;LC033797.1;LC033797.1;KP944197.1;KP944197.1;CP000140.1;CP000140.1;NR_074376.1;NR_074376.1;KR232897.1;KR232897.1;KY703630.1;KY703630.1;KY950627.1;KY950627.1;EU136681.1;EU136681.1;HQ131775.1;HQ131775.1;NR_041342.1;NR_041342.1;M86695.1;M86695.1;JN038559.1;JN038559.1;JN038566.1;JN038566.1;AB117561.1;AB117561.1;JX183978.1;LT223609.1;LT223609.1;KR822454.1;KR822454.1;NR_134785.1;NR_134785.1;KR822453.1;KR822453.1;EU722738.1;EU722738.1;KR232896.1;KR232896.1;NR_119166.1;NR_119166.1;AY169416.1;AY169416.1;EU728718.1;EU728718.1;JF298880.1;JF298880.1;AB238929.1;AB238929.1;KR822456.1;KR822456.1;KR822459.1;KR822459.1;GQ456205.2;GQ456205.2;AB470344.1;AB470344.1;LC333625.1;LC333625.1;KY950626.1;KY950626.1;AB599952.1;AB599952.1;LC033805.1;LC033805.1;NR_043317.1;NR_043317.1;KR822455.1;KR822455.1;AF385565.1;AF385565.1;KT861600.1;KT861600.1;LN866992.1;DQ344915.1;DQ344915.1;DQ344914.1;DQ344914.1;GQ456214.1;GU417655.1;GU417655.1;AB053946.1;AB053946.1;NR_113125.1;NR_113125.1;GU417656.1;GU417656.1;AB053940.1;AB053940.1;NR_040839.1;NR_040839.1;AB053941.1;AB053941.1;AB053943.1;AB053943.1;EF184292.1;EF184292.1;FJ188412.1;FJ188412.1;FJ391483.1;FJ391483.1;JF749220.1;JF749220.1;AY949860.1;AY949860.1;KP076661.1;KP076661.1;GU417658.1;GU417652.1;GU417652.1;NR_041508.1;CP007034.1;NR_121773.2;KR232873.1;EF608208.1;KR232914.1;NR_041668.1;NR_113073.1;KX926565.1;NR_118316.1
read_16	0	0	1	superkingdom:Bacteria;phylum:Bacteroidetes;class:Bacteroidia;order:Bacteroidales;family:Tannerellaceae;genus:Parabacteroides;species:Parabacteroides distasonis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:85.2016356949;	JF813177.1;JF813177.1;EU722736.1;EU722736.1;AB238926.1;AB238926.1;AB238925.1;AB238925.1;KR364782.1;KR364782.1;JF298888.1;JF298888.1;LC033797.1;LC033797.1;JF298889.1;JF298889.1;AB238924.1;AB238924.1;EU728708.1;EU728708.1;AB238923.1;AB238923.1;KR232858.1;KR232858.1;JN038556.1;JN038556.1;JN038565.1;JN038565.1;JN038564.1;JN038564.1;JN038561.1;JN038561.1;JN038562.1;JN038562.1;JN038558.1;JN038558.1;JN038568.1;JN038568.1;KF207603.1;KF207603.1;JN038563.1;JN038563.1;JN038557.1;JN038557.1;AB640686.1;AB640686.1;JN038554.1;JN038554.1;JN038555.1;JN038555.1;JN038567.1;JN038567.1;JN038560.1;JN038560.1;KY703631.1;KY703631.1;CP022754.1;CP022754.1;KX833827.1;KX833827.1;KP944197.1;KP944197.1;NR_041342.1;NR_041342.1;NR_074376.1;NR_074376.1;KR232897.1;KR232897.1;CP000140.1;CP000140.1;KY950627.1;KY950627.1;EU136681.1;EU136681.1;KY703630.1;KY703630.1;HQ131775.1;HQ131775.1;M86695.1;M86695.1;JN038559.1;JN038559.1;JN038566.1;JN038566.1;AB117561.1;AB117561.1;JX183978.1;KR822449.1;KY693645.1;KY693645.1;AB078075.1;AB078075.1;AB078074.1;AB078074.1;HQ699467.1;NR_132283.1;NR_108895.1;AB682164.1
read_17	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Lachnospiraceae;genus:Roseburia;species:Roseburia intestinalis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:63.2820512821;genus:55.9384615385;species:51.4051282051;	AY305308.1;AY305308.1;FP929050.1;FP929050.1;FP929049.1;FP929049.1;AM055815.1;AM055815.1;NR_027557.1;NR_027557.1;AB661435.1;AB661435.1;AJ312386.1;AJ312386.1;AJ270479.2;AJ270479.2;AJ270478.2;AJ270478.2;NR_117758.1;NR_117758.1;AJ270481.1;AJ270481.1;CP003040.1;CP003040.1;NR_042008.1;NR_042008.1;AY169412.1;AY169412.1;AJ270480.2;AJ270480.2;AF001704.1;AF001704.1;AB849370.1;AB849370.1;AB849366.1;AB849366.1;X89978.1;X89978.1;AB849380.1;AB849380.1;AB849368.1;AB849368.1;AB849367.1;AB849367.1;AB849391.1;AB849391.1;X89979.1;X89979.1;MG551270.1;MG551270.1;AY699285.1;AY699285.1;AB849377.1;AB849377.1;AB849369.1;AB849369.1;AB849397.1;AB849397.1;AF125217.1;AF125217.1;KF156791.1;KF156791.1;AB849389.1;AB849389.1;U41167.1;U41167.1;AB849390.1;AB849390.1;EU684229.1;EU684229.1;AM039823.1;AM039823.1;AF105403.1;AF105403.1;AY347530.1;AY347530.1;AM039825.1;AM039825.1;AJ270493.1;AJ270493.1;AB849384.1;AB849384.1;AB849399.1;AB849399.1;JQ316648.1;JQ316648.1;AB849371.1;AB849371.1;AY178841.1;AY178841.1;AB849376.1;AB849376.1;AF264034.1;AF264034.1;AY029616.1;AY029616.1;KF156792.1;KF156792.1;JQ316655.1;JQ316655.1;AB849382.1;AB849382.1;AJ250365.2;AJ250365.2;X89977.1;X89977.1;EU714408.1;EU714408.1;MF361121.1;MF361121.1;JQ316641.1;JQ316641.1;JQ316649.1;JQ316649.1;AM039824.1;AM039824.1;AB849393.1;AB849393.1;AB849386.1;AB849386.1;AB849381.1;AB849381.1;AB849374.1;AB849374.1;AB849385.1;AB849385.1;AB849392.1;AB849392.1;AB849398.1;AB849398.1;KY643820.1;KY643820.1;NR_026315.1;NR_026315.1;AF202262.1;AF202262.1;JQ316645.1;JQ316645.1;X89980.1;X89980.1;AF202261.1;AF202261.1;JQ316642.1;JQ316642.1;AB849387.1;AB849387.1;AY178843.1;AY178843.1;NR_025524.1;NR_025524.1;AB003393.1;AB003393.1;AB003392.1;AB003392.1;AY699284.1;AY699284.1;U41168.1;U41168.1;U41170.1;U41170.1;U41171.1;U41171.1;KF607062.1;KF607062.1;AJ428549.1;AJ428549.1;AF349660.1;AF349660.1;U41169.1;U41169.1;KF607060.1;KF607060.1;AB849388.1;AB849388.1;JQ673415.1;JQ673415.1;AJ428550.1;AJ428550.1;AB849373.1;AB849373.1;KF607061.1;KF607061.1;KU507365.1;KU507365.1;KU507375.1;KU507375.1;KU507372.1;KU507367.1;KU507368.1;KU507374.1;KU507371.1;KU507373.1;KU507370.1
read_18	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Lachnospiraceae;genus:Blautia;species:[Ruminococcus] gnavus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.8321678322;genus:89.7601398601;species:89.5923076923;	JN713312.1;JN713312.1;AB910745.1;AB910745.1;GU723312.1;GU723312.1;KY497952.1;KY497952.1;GU723313.1;GU723313.1;GU723317.1;GU723317.1;NR_036800.1;NR_036800.1;NR_118690.1;NR_118690.1;EU139255.1;EU139255.1;D14136.1;D14136.1;KF999879.1;KF999879.1;LT631509.1;LT631509.1;EU728703.1;EU728703.1;LT223662.1;LT223662.1;EU770628.2;EU770628.2;LC037228.1;LC037228.1;HQ259728.1;HQ259728.1;AF446129.1;AF446129.1;AB702930.1;AB702930.1;AB910737.1;AB910737.1;AB117567.1;AB117567.1;AF262239.1;AF262239.1;AJ132842.1;AJ132842.1;NR_028883.1;NR_028883.1;AB117566.1;AB117566.1;KX009913.1;KX009913.1;KX009925.1;KX009925.1;NR_112089.1;NR_112089.1;NR_024719.1;NR_024719.1;AB971816.1;AB971816.1;AY244789.1;AY244789.1;AB910747.1;AB910747.1;AB020729.1;AB020729.1;AB020730.1;AB020730.1;AY878326.1;AY878326.1;AB702933.1;AB702933.1;LC145582.1;LC145582.1;AF262236.1;AF262236.1;AF028349.1;AF028349.1;LC153548.1;LC153548.1;NR_028785.1;NR_028785.1;MG564315.1;MG564315.1;AY239460.1;AY239460.1;NR_119285.1;NR_119285.1;AB020731.1;AB020731.1;LT598556.1;LT598556.1;LC279527.1;LC279527.1;LT223700.1;LT223700.1;AB020728.1;AB020728.1;KR364770.1;KR364770.1;KU196087.1;KU196087.1;NR_144617.1;NR_144617.1;KC331202.1;KC331202.1;KC331159.1;KC331159.1;KC331203.1;KC331203.1;KC331184.1;KC331184.1;KR364761.1;KR364761.1;KC331199.1;KC331199.1;KC331160.1;KC331160.1;KC331176.1;KC331176.1;KF611980.1;KF611980.1;KP754688.1;KP754688.1;AB020806.1;AB020806.1;KC331161.1;KC331161.1;KC331193.1;KC331193.1;LN907761.1;LN907761.1;JN680876.1;JN680876.1;NR_117130.1;NR_117130.1;JN680878.1;JN680878.1;LT897837.1;LT897837.1;LT838232.1;LT838232.1;AB744233.1;AB744233.1;NR_114392.1;NR_114392.1;NR_117131.1;NR_117131.1;NR_117126.1;NR_117126.1;NR_117127.1;NR_117127.1;KC331173.1;KC331173.1;NR_117147.1;NR_117147.1;LC071803.1;LC071803.1;NR_104803.1;NR_104803.1;LN850732.1;LN850732.1;NR_112553.1;NR_112553.1;KX009924.1;KX009924.1;L34615.1;L34615.1;AY305305.1;AY305305.1;LC333659.1;LC333659.1;EU728741.1;EU728741.1;AJ270484.2;AJ270484.2;LT934499.1;LT934499.1;AY305312.1;AY305312.1;JN093132.2;JN093132.2;NR_118729.2;NR_118729.2;M59109.2;M59109.2;EU728782.1;EU728782.1;AY169415.1;AY169415.1;LC333651.1;JN713506.1;JN713506.1;AY960570.1;AY960570.1;AF157053.1;AF157053.1;AY960572.1;AY960572.1
read_19	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Lachnospiraceae;genus:Blautia;species:[Ruminococcus] gnavus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:99.6439393939;genus:89.6515151515;species:89.4696969697;	JN713312.1;JN713312.1;AB910745.1;AB910745.1;GU723312.1;GU723312.1;KY497952.1;KY497952.1;GU723313.1;GU723313.1;GU723317.1;GU723317.1;NR_036800.1;NR_036800.1;NR_118690.1;NR_118690.1;EU139255.1;EU139255.1;D14136.1;D14136.1;KF999879.1;KF999879.1;LT631509.1;LT631509.1;EU728703.1;EU728703.1;LT223662.1;LT223662.1;EU770628.2;EU770628.2;LC037228.1;LC037228.1;HQ259728.1;HQ259728.1;AF446129.1;AF446129.1;AB702930.1;AB702930.1;AB910737.1;AB910737.1;AB117567.1;AB117567.1;AF262239.1;AF262239.1;AJ132842.1;AJ132842.1;NR_028883.1;NR_028883.1;AB117566.1;AB117566.1;KX009913.1;KX009913.1;KX009925.1;KX009925.1;NR_112089.1;NR_112089.1;NR_024719.1;NR_024719.1;AB971816.1;AB971816.1;AY244789.1;AY244789.1;AB910747.1;AB910747.1;AB020729.1;AB020729.1;AB020730.1;AB020730.1;AY878326.1;AY878326.1;AB702933.1;AB702933.1;LC145582.1;LC145582.1;AF262236.1;AF262236.1;AF028349.1;AF028349.1;LC153548.1;LC153548.1;NR_028785.1;NR_028785.1;MG564315.1;MG564315.1;AY239460.1;AY239460.1;NR_119285.1;NR_119285.1;AB020731.1;AB020731.1;LT598556.1;LT598556.1;LC279527.1;LC279527.1;LT223700.1;LT223700.1;AB020728.1;AB020728.1;KR364770.1;KR364770.1;KU196087.1;KU196087.1;NR_144617.1;NR_144617.1;KC331202.1;KC331202.1;KC331159.1;KC331159.1;KC331203.1;KC331203.1;KC331184.1;KC331184.1;KR364761.1;KR364761.1;KC331199.1;KC331199.1;KC331160.1;KC331160.1;KC331176.1;KC331176.1;KF611980.1;KF611980.1;KP754688.1;KP754688.1;AB020806.1;AB020806.1;KC331161.1;KC331161.1;KC331193.1;KC331193.1;LN907761.1;LN907761.1;JN680876.1;JN680876.1;NR_117130.1;NR_117130.1;JN680878.1;JN680878.1;LT897837.1;LT897837.1;LT838232.1;LT838232.1;AB744233.1;AB744233.1;NR_114392.1;NR_114392.1;NR_117131.1;NR_117131.1;NR_117126.1;NR_117126.1;NR_117127.1;NR_117127.1;KC331173.1;KC331173.1;NR_117147.1;NR_117147.1;LC071803.1;LC071803.1;NR_104803.1;NR_104803.1;LN850732.1;LN850732.1;NR_112553.1;NR_112553.1;KX009924.1;KX009924.1;L34615.1;L34615.1;AY305305.1;AY305305.1;LC333659.1;LC333659.1;EU728741.1;EU728741.1;AJ270484.2;AJ270484.2;LT934499.1;LT934499.1;AY305312.1;AY305312.1;JN093132.2;JN093132.2;NR_118729.2;NR_118729.2;M59109.2;M59109.2;EU728782.1;EU728782.1;AY169415.1;AY169415.1;LC333651.1;JN713506.1;JN713506.1;AY960570.1;AY960570.1;AF157053.1;AF157053.1;AY960572.1;AY960572.1
read_20	0	0	1	superkingdom:Bacteria;phylum:Firmicutes;class:Clostridia;order:Clostridiales;family:Clostridiaceae;genus:Clostridium;species:Clostridium chauvoei;	superkingdom:100.0;phylum:100.0;class:100.0;order:99.6884143148;family:99.0774055299;genus:99.0774055299;species:22.1180453705;	FJ424481.1;FJ424481.1;FJ384384.1;FJ384384.1;NR_144696.1;NR_144696.1;FJ384383.1;FJ384383.1;AB971795.1;AB971795.1;NR_026491.1;NR_026491.1;DQ855943.1;DQ855943.1;FJ384373.1;FJ384373.1;JQ512027.1;JQ512027.1;NR_026013.1;NR_026013.1;JQ512023.1;JQ512023.1;CP018624.1;CP018624.1;JQ512022.1;JQ512022.1;JQ512025.1;JQ512025.1;CP018630.1;CP018630.1;EU081297.1;EU081297.1;JQ512024.1;JQ512024.1;LT799839.1;LT799839.1;AJ132605.2;AJ132605.2;AB971796.1;AB971796.1;HM103331.1;HM103331.1;KU950266.1;KU950266.1;JF764798.1;JF764798.1;KP419699.1;KP419699.1;KC331179.1;KC331179.1;NR_114728.1;NR_114728.1;NR_113325.1;NR_113325.1;EU106368.1;EU106368.1;AY548781.1;AY548781.1;EU106371.1;EU106371.1;KJ722513.1;KJ722513.1;FJ384380.1;FJ384380.1;KX648433.1;KX648433.1;KF805358.1;KF805358.1;KU324429.1;KU324429.1;KC508486.1;KC508486.1;FJ848368.1;FJ848368.1;HQ328067.1;HQ328067.1;FJ357796.1;FJ357796.1;KP754681.1;KP754681.1;LN998083.1;LN998083.1;JQ739656.1;JQ739656.1;FM875809.1;FM875809.1;KC433939.1;KC433939.1;AF227826.1;AF227826.1;KJ934704.1;KJ934704.1;JF764797.1;JF764797.1;AB689162.1;AB689162.1;KF611989.1;KF611989.1;JX267105.1;JX267105.1;NR_037086.1;NR_037086.1;KF611990.1;KF611990.1;KR364758.1;KR364758.1;JF764796.1;JF764796.1;KU950267.1;KU950267.1;KF372578.1;KF372578.1;LC192789.1;LC192789.1;JQ739657.1;JQ739657.1;AB558163.1;AB558163.1;KU836732.1;KU836732.1;NR_026149.1;NR_026149.1;LT161894.1;LT161894.1;FJ606756.1;FJ606756.1;FM865937.1;FM865937.1;NR_026020.1;NR_026020.1;LC019777.1;LC019777.1;JQ248566.1;JQ248566.1;FN377817.1;FN377817.1;HQ328061.1;HQ328061.1;FJ424478.1;FJ424478.1;EF194080.1;EF194080.1;GQ254075.1;GQ254075.1;KM975632.1;KM975632.1;NR_026490.1;NR_026490.1;AF150696.1;AF150696.1;AB610554.1;AB610554.1;NR_044716.2;NR_044716.2;JN048951.1;JN048951.1;EU869238.1;EU869238.1;HM245940.1;HM245940.1;EU106369.1;EU106369.1;KC493203.1;KC493203.1;LN881572.1;LN881572.1;KF372580.1;KF372580.1;NR_026347.1;NR_026347.1;LN881568.1;LN881568.1;HM245935.1;DQ196631.1;DQ196631.1;AY337519.1;AY337519.1;CP009557.1;CP009557.1;LC101492.1;LC101492.1;AF110272.1;AF110272.1;JN605818.1;JN605818.1;LC101491.1;LC101491.1;KC331170.1;KC331170.1;FR872746.1;FR872746.1;NR_026147.1;NR_026147.1;NR_026146.1;NR_026146.1;D14151.1;AB730685.1
